"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"162194",,"0","false",,"","yokota t",,"19870701","","2","false","yokota t",,"author",
"162191",,"0","false",,"","sugano m",,"19960101","","1","false","sugano m",,"author",
"162197",,"0","false",,"","jishage k",,"20011218","","1","false","jishage k",,"author",
"162198",,"0","false",,"","tomita h",,"20011218","","1","false","tomita h",,"author",
"162195",,"0","false",,"","igarashi k",,"20011218","","1","false","igarashi k",,"author",
"162196",,"0","false",,"","uchihara t",,"19870701","","2","false","uchihara t",,"author",
"162201",,"0","false",,"","mizusawa h",,"20011218","","1","false","mizusawa h",,"author",
"162199",,"0","false",,"","inaba a",,"20011218","","1","false","inaba a",,"author",
"162200",,"0","false",,"","arita m",,"19971111","","2","false","arita m",,"author",
"162209",,"0","false",,"","bjorneboe a",,"19861219","","2","false","bjorneboe a",,"author",
"162210",,"0","false",,"","bjorneboe gea",,"19861219","","2","false","bjorneboe gea",,"author",
"162213",,"0","false",,"","kveseth n",,"19861219","","1","false","kveseth n",,"author",
"162214",,"0","false",,"","drevon ca",,"19861219","","2","false","drevon ca",,"author",
"162211",,"0","false",,"","bodd e",,"19861219","","1","false","bodd e",,"author",
"162212",,"0","false",,"","hagen bf",,"19861219","","1","false","hagen bf",,"author",
"162218",,"0","false",,"","traber maret g",,,"","1","false","traber maret g",,"author",
"162221",,"0","false",,"","kuhn h",,"19891226","","1","false","kuhn h",,"author",
"162220",,"0","false",,"","cohn w",,"19881001","","3","false","cohn w",,"author",
"162226",,"0","false",,"","mathias pm",,"19760101","","2","false","mathias pm",,"author",
"162229",,"0","false",,"","muller dpr",,"19760101","","3","false","muller dpr",,"author",
"162227",,"0","false",,"","harries jt",,"19760101","","2","false","harries jt",,"author",
"162228",,"0","false",,"","peters tj",,"19810101","","1","false","peters tj",,"author",
"162237",,"0","false",,"","mikail c",,"20041124","","1","false","mikail c",,"author",
"162238",,"0","false",,"","ghiringhelli o",,"20041124","","1","false","ghiringhelli o",,"author",
"162235",,"0","false",,"","reboul e",,"20041124","","2","false","reboul e",,"author",
"162236",,"0","false",,"","abou l",,"20041124","","1","false","abou l",,"author",
"162241",,"0","false",,"","jourdheuil-rahmani d",,"20041124","","1","false","jourdheuil-rahmani d",,"author",
"162242",,"0","false",,"","amiot mj",,"20041124","","1","false","amiot mj",,"author",
"162239",,"0","false",,"","andre m",,"20041124","","1","false","andre m",,"author",
"162240",,"0","false",,"","portugal h",,"20041124","","1","false","portugal h",,"author",
"162246",,"0","false",,"","cai sf",,"20010601","","1","false","cai sf",,"author",
"162243",,"0","false",,"","lairon d",,"20041124","","1","false","lairon d",,"author",
"162244",,"0","false",,"","borel p",,"20041124","","2","false","borel p",,"author",
"162247",,"0","false",,"","kirby rj",,"20010601","","1","false","kirby rj",,"author",
"162248",,"0","false",,"","howles pn",,"20010601","","1","false","howles pn",,"author",
"162253",,"0","false",,"","harrison eh",,"20051001","","1","false","harrison eh",,"author",
"162251",,"0","false",,"","during a",,"20051001","","1","false","during a",,"author",
"162252",,"0","false",,"","dawson hd",,"20051001","","1","false","dawson hd",,"author",
"162261",,"0","false",,"","brigelius-flohe r",,"20021001","","1","false","brigelius-flohe r",,"author",
"162262",,"1","false",,"","kelly fj",,"19960323","","4","false","kelly fj",,"author",
"162265",,"0","false",,"","zingg jm",,"20021001","","1","false","zingg jm",,"author",
"162266",,"0","false",,"","azzi a",,"19980101","","2","false","azzi a",,"author",
"162263",,"0","false",,"","salonen jt",,"20021001","","1","false","salonen jt",,"author",
"162264",,"0","false",,"","neuzil j",,"20021001","","1","false","neuzil j",,"author",
"162281",,"0","false",,"","pasquinelli g",,"20000201","","1","false","pasquinelli g",,"author",
"162282",,"0","false",,"","spadafora p",,"20000201","","1","false","spadafora p",,"author",
"162279",,"0","false",,"","aguglia u",,"20000201","","1","false","aguglia u",,"author",
"162280",,"0","false",,"","annesi g",,"20000201","","1","false","annesi g",,"author",
"162285",,"0","false",,"","pasqua aa",,"20000201","","1","false","pasqua aa",,"author",
"162286",,"0","false",,"","cavalcanti f",,"20000201","","1","false","cavalcanti f",,"author",
"162283",,"0","false",,"","gambardella a",,"20000201","","1","false","gambardella a",,"author",
"162284",,"0","false",,"","annesi f",,"20000201","","1","false","annesi f",,"author",
"162289",,"0","false",,"","bone f",,"20000201","","1","false","bone f",,"author",
"162290",,"0","false",,"","oliveri rl",,"20000201","","1","false","oliveri rl",,"author",
"162287",,"0","false",,"","crescibene l",,"20000201","","1","false","crescibene l",,"author",
"162288",,"0","false",,"","bagala a",,"20000201","","1","false","bagala a",,"author",
"162293",,"0","false",,"","quattrone a",,"20000201","","1","false","quattrone a",,"author",
