"SUID","citcount","ct_count","isExcludedFromPaths","level","meshterms","name","pmid","pubdate","pubtypes","score","selected","shared name","title","type","wosid"
"76077",,"0","false",,"","breazna a",,"20150418","","1","false","breazna a",,"author",
"76079",,"0","false",,"","messerli fh",,"20150418","","1","false","messerli fh",,"author",
"76082",,"0","false",,"","sigman a",,"20150418","","1","false","sigman a",,"author",
"76081",,"0","false",,"","huhn gd",,"20150418","","1","false","huhn gd",,"author",
"76083",,"0","false",,"","livak b",,"20150418","","1","false","livak b",,"author",
"76086",,"0","false",,"","saenphet k",,"20150328","","1","false","saenphet k",,"author",
"76085",,"0","false",,"","bunnoy a",,"20150328","","1","false","bunnoy a",,"author",
"76088",,"0","false",,"","saenphet s",,"20150328","","1","false","saenphet s",,"author",
"76087",,"0","false",,"","lumyong s",,"20150328","","1","false","lumyong s",,"author",
"76089",,"0","false",,"","chomdej s",,"20150328","","1","false","chomdej s",,"author",
"76094",,"0","false",,"","verhoeven v",,"20150310","","1","false","verhoeven v",,"author",
"76096",,"1","false",,"","van gaal l",,"20011226","","2","false","van gaal l",,"author",
"76095",,"0","false",,"","van der auwera a",,"20150310","","1","false","van der auwera a",,"author",
"76098",,"0","false",,"","apers s",,"20150310","","1","false","apers s",,"author",
"76097",,"0","false",,"","remmen r",,"20150310","","1","false","remmen r",,"author",
"76100",,"0","false",,"","wens j",,"20150310","","1","false","wens j",,"author",
"76099",,"0","false",,"","stalpaert m",,"20150310","","1","false","stalpaert m",,"author",
"76101",,"0","false",,"","hermans n",,"20150310","","1","false","hermans n",,"author",
"76112",,"0","false",,"","taghian f",,"20150417","","1","false","taghian f",,"author",
"76111",,"0","false",,"","abazar e",,"20150417","","1","false","abazar e",,"author",
"76114",,"0","false",,"","forozandeh d",,"20150417","","1","false","forozandeh d",,"author",
"76113",,"0","false",,"","mardanian f",,"20150417","","1","false","mardanian f",,"author",
"76116",,"0","false",,"","wagganer jd",,"20150501","","1","false","wagganer jd",,"author",
